title|member|summary|year|age|information|genre|image|name(OTT)
킬미, 힐미|지성, 황정음, 박서준, 김유리, 오민석 外|다중인격장애를 소재로, 일곱 개의 인격을 가진 재벌 3세와 그의 비밀주치의가 된 레지던트 1년 차 여의사의 버라이어티한 로맨스를 그린 힐링 로맨틱코미디 드라마|2015|15|20부작|MELO, ROMANCE, COMEDY, DRAMA, PSYCHOLOGICAL|killmehealme.png|WAVVE, WATCHA
그녀는 예뻤다|황정음, 박서준, 고준희, 최시원 外|주근깨 뽀글머리 '역대급 폭탄녀'로 역변한 혜진과 '초절정 복권남'으로 정변한 성준, 완벽한 듯 하지만 '빈틈 많은 섹시녀' 하리, 베일에 가려진 '넉살끝판 반전남' 신혁, 네 남녀의 재기발랄 로맨틱 코미디|2015|15|16부작|ROMANCE, COMEDY|shewaspretty.png|COUPANGPLAY, WAVVE, WATCHA
태양의 후예|송중기, 송혜교, 진구, 김지원 外|낯선 땅 극한의 환경 속에서 사랑과 성공을 꿈꾸는 젊은 군인과 의사들을 통해 삶의 가치를 담아낼 블록버스터급 휴먼 멜로 드라마|2016|15|16부작|DRAMA, ROMANCE, COMEDY, ACTION, MEDICAL, HUMAN, POLITICAL|dofs.png|COUPANGPLAY, WAVVE, WATCHA
쓸쓸하고 찬란하神 도깨비|공유, 이동욱, 김고은, 유인나, 육성재 外|불멸의 삶을 끝내기 위해 인간 신부가 필요한 도깨비, 그와 기묘한 동거를 시작한 기억상실증 저승사자. 그런 그들 앞에 '도깨비 신부'라 주장하는 '죽었어야 할 운명'의 소녀가 나타나며 벌어지는 신비로운 낭만 설화|2016|15|16부작|FANTASY, ROMANCE, COMEDY|goblin.png|NETFLIX, TVING, DISNEYPLUS
질투의 화신|공효진, 조정석, 고경표, 이미숙 外|질투라곤 몰랐던 마초 기자와 재벌남이 생계형 기상캐스터를 만나 질투로 스타일 망가져 가며 애정을 구걸하는 양다리 로맨스|2016|15|24부작|DRAMA, MELO, ROMANCE, COMEDY|ddtd.png|COUPANGPLAY, WAVVE, WATCHA
또! 오해영|에릭, 서현진, 전혜빈 外|"""모든 것은 오해로 시작되었다!"" '오해영'이라는 동명이인의 두 여자와 그들 사이에서 미래를 보기 시작한 남자 '박도경'이 미필적 고의로 서로의 인생에 얽혀가는 동명 오해 로맨스"|2016|15|18부작|COMEDY, ROMANCE|againohy.png|TVING, DISNEYPLUS
달의 연인 - 보보경심 려|이준기, 아이유, 강하늘, 홍종현 外|달그림자가 태양을 검게 물들인 날. 상처 입은 짐승 같은 사내, 4황자 '왕소'와 21세기 여인 '고하진'의 영혼이 미끄러져 들어간 고려 소녀 '해수'가 천 년의 시공간을 초월해 만난다.|2016|15|20부작|HISTORICAL, FANTASY, ROMANCE|moonlovers.png|NETFLIX, COUPANGPLAY, WAVVE, WATCHA
군주 - 가면의 주인|유승호, 김소현, 엘, 윤소희 外|조선 팔도의 물을 사유해 강력한 부와 권력을 얻은 조직 편수회와 맞서 싸우는 왕세자의 의로운 사투를 그린 드라마|2017|15|40부작|HISTORICAL, POLITICAL, ROMANCE|king.png|WAVVE
언터처블|진구, 김성균, 고준희, 정은지 外|가상의 도시 북천시를 배경으로 3대에 걸쳐 북천시를 지배하고 있는 장씨 일가를 둘러싼 권력 암투와 그 속의 숨겨진 비밀을 다룬 이야기|2017|15|16부작|POLITICAL, THRILLER, DRAMA|untouchable.png|TVING
쌈, 마이웨이|박서준, 김지원, 안재홍, 송하윤 外|세상이 보기엔 부족한 스펙 때문에 마이너 인생을 강요하는 현실 속에서도, 남들이 뭐라던 '마이웨이'를 가려는 마이너리그 청춘들의 골 때리는 성장로맨스를 담은 드라마|2017|15|16부작|ROMANCE, COMEDY, YOUTH|sammyway.png|COUPANGPLAY, WAVVE, WATCHA
나의 아저씨|이선균, 아이유 外|삶의 무게를 버티며 살아가는 아저씨 삼 형제와 거칠게 살아온 한 여성이 서로를 통해 삶을 치유하게 되는 이야기|2018|15|16부작|DRAMA, HUMAN, HEALING|mymister.png|NETFLIX, TVING, DISNEYPLUS
복수가 돌아왔다|유승호, 조보아, 곽동연 外|학교 폭력 가해자로 몰려 부당하게 퇴학을 당한 강복수가, 어른이 돼 학교로 다시 돌아가 복수를 계획하지만, 복수는 고사하고 또다시 사건에 휘말리고 사랑도 다시 하는 엉뚱하면서 따뜻한 감성 로맨스|2018|15|32부작|ROMANCE, ACADEMY, DRAMA, REVENGE|boksucomeback.png|WAVVE, WATCHA
Sky캐슬|염정아, 정준호, 이태란, 최영원, 윤세아, 김병철, 오나라, 조재윤, 김서형 外|대한민국 상위 0.1%가 모여 사는 SKY 캐슬 안에서 남편은 왕으로, 제 자식은 천하제일 왕자와 공주로 키우고 싶은 명문가 출신 사모님들의 처절한 욕망을 샅샅이 들여다보는 리얼 코믹 풍자 드라마|2018|15|20부작|CRIME, DRAMA, THRILLER, BLACK COMEDY, MYSTERY, NOIR, ACADEMY, REVENGE, FAMILY, PICARESQUE|skycastle.png|NETFLIX, TVING, DISNEYPLUS
알함브라 궁전의 추억|현빈, 박신혜 外|투자회사 대표인 남자주인공이 비즈니스로 스페인 그라나다에 갔다가 전직 기타리스트였던 여주인공이 운영하는 싸구려 호스텔에 묵으며 두 사람이 기묘한 사건에 휘말리며 펼쳐지는 이야기|2018|15|16부작|FANTASY, THRILLER, ROMANCE|alhambra.png|NETFLIX, TVING
뷰티인사이드|서현진, 이민기, 이다희, 안재현 外|한 달에 일주일 타인의 얼굴로 살아가는 여자와 일 년 열두 달 타인의 얼굴을 알아보지 못하는 남자의 조금은 특별한 로맨스를 그린 드라마|2018|15|16부작|ROMANCE, COMEDY, FANTASY|bueatyinside.png|NETFLIX, TVING, DISNEYPLUS
내 뒤에 테리우스|소지섭, 정인선, 손호준, 임세미 外|사라진 전설의 블랙 요원과 운명처럼 첩보 전쟁에 뛰어든 앞집 여자의 수상쩍은 환상의 첩보 콜라보|2018|15|32부작|ACTION, CRIME, SPY, ROMANCE, COMEDY|behindmeterrius.png|WAVVE, WATCHA
미스터 션샤인|이병헌, 김태리, 유연석, 변요한, 김민정 外|신미양요(1871년) 때 군함에 승선해 미국에 떨어진 한 소년이 미국 군인 신분으로 자신을 버린 조국인 조선으로 돌아와 주둔하며 벌어지는 일을 그린 드라마|2018|15|24부작|PERIOD, ROMANCE, REVENGE, MELO, DRAMA|mrsunshine.png|NETFLIX, TVING
내 아이디는 강남미인|임수향, 차은우, 조우리, 곽동연 外|어릴 적부터 '못생김'으로 놀림을 받았고, 그래서 성형수술로 새 삶을 얻을 줄 알았던 여자 '미래'가 대학 입학 후 꿈꿔왔던 것과는 다른 캠퍼스 라이프를 겪게 되면서 진짜 아름다움을 찾아가는 예측불허 내적 성장 드라마|2018|15|16부작|ROMANCE, COMEDY, CAMPUS|gangnambueaty.png|NETFLIX, TVING, DISNEYPLUS
김비서가 왜 그럴까|박서준, 박민영, 이태환 外|재력, 얼굴, 수완까지 모든 것을 다 갖췄지만 자기애로 똘똘 뭉친 나르시시스트 부회장과 그를 완벽하게 보좌해온 비서의 퇴사밀당 로맨스|2018|15|16부작|OFFICE, ROMANCE, COMEDY|whyshedoing.png|NETFLIX, TVING, DISNEYPLUS
위대한 유혹자|우도환, 박수영, 문가영, 김민재, 전미선, 신성우, 김서형 外|청춘남녀가 인생의 전부를 바치는 것인 줄 모르고 뛰어든 위험한 사랑 게임과 이를 시작으로 펼쳐지는 위태롭고 아름다운 스무 살 유혹 로맨스|2018|15|32부작|MELO, REVENGE, DRAMA|thegreatseducer.png|WAVVE, WATCHA
아는 와이프|지성, 한지민, 장승조, 강한나 外|한 번의 선택으로 달라진 현재를 살게 된 운명적인 러브스토리를 그린 드라마|2018|15|16부작|MELO, ROMANCE, FANTASY|familiarwife.png|TVING
서른이지만 열일곱입니다|신혜선, 양세종, 안효섭 外|열일곱에 코마에 빠져 서른이 돼 깨어난 '멘탈 피지컬 부조화女'와 세상과 단절하고 살아온 '차단男'. 이들의 서른이지만 열일곱 같은 애틋하면서도 코믹한 로코|2018|15|32부작|ROMANCE, COMEDY, HUMAN, GROWTH|3017.png|WAVVE, WATCHA
호텔 델루나|아이유, 여진구 外|엘리트 호텔리어가 운명적인 사건으로 호텔 델루나의 지배인을 맡게 되면서 달처럼 고고하고 아름답지만 괴팍한 사장과 함께 델루나를 운영하며 생기는 특별한 이야기|2019|15|16부작|FANTASY, ROMANCE, COMEDY, HORROR|hoteldelluna.png|NETFLIX, TVING, DISNEYPLUS
타인은 지옥이다|임시완, 이동욱 外|상경한 청년이 서울의 낯선 고시원 생활 속에서 타인이 만들어낸 지옥을 경험하는 미스터리|2019|19|10부작|HORROR, THRILLER, NOIR, CRIME, MYSTERY, SUSPENSE, HARD-BOILED, PICARESQUE|strangersfromhell.png|TVING, DISNEYPLUS
멜로가 체질|천우희, 전여빈, 한지은, 안재홍, 공명 外|서른 살 여자 친구들의 고민, 연애, 일상을 그린 코믹 드라마|2019|15|16부작|ROMANCE, COMEDY, HEALING|bemelodrmatic.png|NETFLIX, TVING, DISNEYPLUS
쌉니다 천리마마트|김병철, 이동휘 外|서른 살 여자 친구들의 고민, 연애, 일상을 그린 코믹 드라마|2019|15|12부작|COMEDY|pegqsusmarket.png|TVING
사랑의 불시착|현빈, 손예진, 서지혜, 김정현 外|어느 날 돌풍과 함께 패러글라이딩 사고로 북한에 불시착한 재벌 상속녀 윤세리와 그녀를 숨기고 지키다 사랑하게 되는 특급 장교 리정혁의 절대 극비 러브스토리를 그린 드라마|2019|15|16부작|ROMANCE, FANTASY, COMEDY|crashlandingonyou.png|NETFLIX, TVING
조선로코 - 녹두전|장동윤, 김소현, 강태오 外|미스터리한 과부촌에 여장을 하고 잠입한 '전녹두'와 기생이 되기 싫은 반전 있는 처자 '동동주'의 발칙하고 유쾌한 조선판 로맨틱 코미디 드라마|2019|15|32부작|HISTORICAL, ROMANCE, COMEDY|taleofnokdu.png|WAVVE
국민 여러분!|최시원, 이유영, 김민정 外|얼떨결에 경찰과 결혼한 사기꾼이 원치 않는 사건에 휘말리고 국회의원에 출마하며 벌어지는 코믹 범죄극|2019|15|36부작|CRIME, POLITICAL, COMEDY|myfellowcitizen.png|WAVVE
동백꽃 필 무렵|공효진, 강하늘 外|"편견에 갇힌 맹수 동백을 깨우는, 촌므파탈 황용식이의 폭격형 로맨스 ""사랑하면 다 돼!"" 이들을 둘러싼 생활밀착형 치정 로맨스 ""사랑 같은 소리하네."""|2019|15|40부작|ROMANCE, CRIME, COMEDY, DRAMA|camelliabloom.png|NETFLIX, WAVVE
어쩌다 발견한 하루|김혜윤, 로운, 이재욱, 이나은, 정건주, 김영대, 이태리 外|여고생 단오가 정해진 운명을 거스르고 사랑을 이뤄내는 본격 학원 로맨스 드라마|2019|15|32부작|FANTASY, ACADEMY, ROMANCE, COMEDY|extraordinaryyou.png|WAVVE, WATCHA
날 녹여주오|지창욱, 원진아, 윤세아 外|24시간 냉동 인간 프로젝트에 참여한 남녀가 미스터리한 음모로 인해 20년 후 깨어나면서 맞이하는 가슴 뜨거운 이야기|2019|15|16부작|FANTASY, ROMANCE, MYSTERY|meltingme.png|TVING
검색어를 입력하세요www|임수정, 이다희, 전혜진, 장기용, 이재욱, 지승현 外|트렌드를 이끄는 포털사이트, 그 안에서 당당하게 일하는 여자들과 그녀들의 마음을 흔드는 남자들의 리얼 로맨스|2019|15|16부작|DRAMA, OFFICE|www.png|TVING, DISNEYPLUS
그녀의 사생활|박민영, 김재욱, 안보현 外|직장에선 완벽한 큐레이터지만 알고보면 아이돌 덕후인 성덕미가 까칠한 상사 라이언을 만나며 벌어지는 본격 덕질 로맨스|2019|15|16부작|ROMANCE, COMEDY, FAMILY|herprivatelife.png|NETFLIX, TVING
눈이 부시게|김혜자, 한지민, 남주혁 外|주어진 시간을 다 써보지도 못하고 잃어버린 여자와 누구보다 찬란한 순간을 스스로 내던지고 무기력한 삶을 사는 남자, 같은 시간 속에 있지만 서로 다른 시간을 살아가는 두 남녀의 시간 이탈 로맨스|2019|15|12부작|FAMILY, ROMANCE, DRAMA, HUMAN, COMEDY|shiningmyeyes.png|NETFLIX, TVING, DISNEYPLUS
로맨스는 별책부록|이나영, 이종석, 정유진, 위하준 外|책을 만들었는데, 로맨스가 따라왔다?' 책을 읽지 않는 세상에서 책을 만드는 사람들의 이야기를 담은 로맨틱 코미디 드라마|2019|15|16부작|ROMANCE, MELO|romancebonus.png|NETFLIX, TVING
블랙독|서현진, 라미란, 하준 外|기간제 교사가 된 사회 초년생 고하늘이 우리 삶의 축소판인 '학교'에서 꿈을 지키며 살아남기 위해 고군분투하는 이야기|2019|15|16부작|HUMAN, DRAMA, HEALING, OFFICE|blackdog.png|TVING
날씨가 좋으면 찾아가겠어요|박민영, 서강준 外|서울 생활에 지쳐 북현리로 내려간 해원이, 독립 서점을 운영하는 은섭을 다시 만나게 되며 펼쳐지는 가슴 따뜻한 힐링 로맨스|2020|15|16부작|ROMANCE, HEALING|wethergood.png|NETFLIX, TVING
부부의 세계|김희애, 박해준, 한소희 外|사랑이라고 믿었던 부부의 연이 배신으로 끊어지면서 소용돌이에 빠지는 이야기|2020|19|16부작|FAMILY, MELO, THRILLER, NOIR, PICARESQUE|coupleworld.png|NETFLIX, TVING, DISNEYPLUS, WATCHA
슬기로운 의사생활|조정석, 유연석, 정경호, 김대명, 전미도 外|누군가는 태어나고 누군가는 삶을 끝내는, 인생의 축소판이라 불리는 병원에서 평범한 듯 특별한 하루하루를 살아가는 사람들과 눈빛만 봐도 알 수 있는 20년지기 친구들의 케미스토리를 담은 드라마|2020|15|12부작|DRAMA, GROWTH, MEDICAL, COMEDY|doctorlife.png|NETFLIX, TVING
펜트하우스|이지아, 김소연, 유진 外|100층 펜트하우스의 범접불가 '퀸' VS 모든 것을 집어삼키는 욕망의 '프리마돈나' VS 상류사회 입성을 향해 질주하는 '여자'. 채워질 수 없는 일그러진 욕망으로 집값 1번지, 교육 1번지에서 벌이는 부동산과 교육 전쟁!|2020|15|21부작|CRIME, THRILLER, NOIR, BLACK COMEDY, MYSTERY, SUSPENSE, ACTION, MELO, PICARESQUE|penthouse.png|COUPANGPLAY, WAVVE, WATCHA
철인왕후|신혜선, 김정현, 배종옥, 김태우, 설인아 外|불의의 사고로 대한민국 대표 허세남 영혼이 깃들어 '저 세상 텐션'을 갖게 된 중전 김소용과 두 얼굴의 임금 철종 사이에서 벌어지는 영혼가출 스캔들|2020|15|20부작|ROMANCE, COMEDY, HISTORICAL, FANTASY|mrqueen.png|NETFLIX, TVING
런 온|임시완, 신세경, 수영, 강태오 外|같은 한국말을 쓰면서도 소통이 어려운 시대, 서로 다른 세계에 살던 사람들이 각자의 언어로 소통하고 관계를 맺으며, 사랑을 향해 '런 온'하는 로맨스 드라마|2020|15|16부작|ROMANCE, COMEDY|runon.png|NETFLIX, TVING
